id,title,author,authoryearofbirth,authoryearofdeath,language,downloads,subjects
PG11106,The Girl at Cobhurst,"Stockton, Frank Richard",1834,1902,['en'],9,"{'Villages -- Fiction', 'Humorous stories', 'Love stories'}"
PG11121,"The Bracelets: Or, Amiability and Industry Rewarded","Edgeworth, Maria",1767,1849,['en'],11,"{'Friendship -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Pride and vanity -- Juvenile fiction', 'Girls -- Conduct of life -- Juvenile fiction'}"
PG11127,The Case of Jennie Brice,"Rinehart, Mary Roberts",1876,1958,['en'],49,"{'Murder -- Fiction', 'Detective and mystery stories', 'Boardinghouses -- Fiction', 'Actors and actresses -- Fiction'}"
PG11128,The Red Thumb Mark,"Freeman, R. Austin (Richard Austin)",1862,1943,['en'],64,"{'London (England) -- Fiction', 'Detective and mystery stories', 'Physicians -- Fiction', 'Thorndyke, Doctor (Fictitious character) -- Fiction'}"
PG11129,No and Other Stories Compiled by Uncle Humphrey,Various,,,['en'],5,"{'Conduct of life -- Juvenile fiction', ""Children's stories""}"
PG11140,"Rollo at Play; Or, Safe Amusements","Abbott, Jacob",1803,1879,['en'],38,"{'Amusements -- Juvenile fiction', 'Children -- Conduct of life -- Juvenile fiction', 'Play -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Country life -- Juvenile fiction'}"
PG11141,A Summer in Leslie Goldthwaite's Life.,"Whitney, A. D. T. (Adeline Dutton Train)",1824,1906,['en'],31,"{'Christian life -- Juvenile fiction', 'Friendship -- Juvenile fiction', 'Cousins -- Juvenile fiction', 'Girls -- Conduct of life -- Juvenile fiction', 'Summer -- Juvenile fiction', 'Vacations -- Juvenile fiction'}"
PG11153,No Hero,"Hornung, E. W. (Ernest William)",1866,1921,['en'],33,"{'Young men -- Fiction', 'South African War, 1899-1902 -- Veterans -- Fiction', 'British -- Switzerland -- Fiction', 'Widows -- Fiction', 'Man-woman relationships -- Fiction'}"
PG11163,Potterism: A Tragi-Farcical Tract,"Macaulay, Rose",1881,1958,['en'],8,"{'Journalists -- Fiction', 'Families -- Fiction', 'England -- Social life and customs -- 20th century -- Fiction'}"
PG11165,Wild Wings: A Romance of Youth,"Chalmers, Margaret Piper",1880,,['en'],6,"{'Young men -- Fiction', 'New England -- Social life and customs -- Fiction', 'Young women -- Fiction', 'Triangles (Interpersonal relations) -- Fiction', 'Love stories'}"
PG11718,"The Camp Fire Girls at School; Or, The Wohelo Weavers","Frey, Hildegard G.",1891,1957,['en'],15,"{'Schools -- Fiction', 'Camp Fire Girls -- Juvenile fiction'}"
PG11720,Fenton's Quest,"Braddon, M. E. (Mary Elizabeth)",1835,1915,['en'],15,"{'Social classes -- Fiction', 'Courtship -- Fiction', 'England -- Social life and customs -- 19th century -- Fiction', 'Unrequited love -- Fiction'}"
PG11752,Chivalry: Dizain des Reines,"Cabell, James Branch",1879,1958,['en'],9,"{'Middle Ages -- Fiction', 'Historical fiction', 'Fantasy fiction'}"
PG1193,The Coxon Fund,"James, Henry",1843,1916,['en'],23,{'Fiction'}
PG12591,Tiger and Tom and Other Stories for Boys,Various,,,['en'],16,"{'Christian life -- Juvenile fiction', ""Children's stories"", 'Boys -- Juvenile fiction'}"
PG1264,The Wheels of Chance: A Bicycling Idyll,"Wells, H. G. (Herbert George)",1866,1946,['en'],76,"{'Cycling -- Fiction', 'England -- Social conditions -- 19th century -- Fiction'}"
PG12672,A Spinner in the Sun,"Reed, Myrtle",1874,1911,['en'],10,{'Fiction'}
PG15116,The Jervaise Comedy,"Beresford, J. D. (John Davys)",1873,1947,['en'],8,{'Fiction'}
PG15117,"Sea and Shore: A Sequel to ""Miriam's Memoirs""","Warfield, Catherine A. (Catherine Ann)",1816,1877,['en'],17,{'Fiction'}
PG15123,David Lockwin—The People's Idol,"McGovern, John",1850,1917,['en'],20,{'Fiction'}
PG15179,The Inner Sisterhood: A Social Study in High Colors,"Sherley, Douglass",1857,1917,['en'],12,{'Fiction'}
PG15181,My Mother's Rival: Everyday Life Library No. 4,"Brame, Charlotte M.",1836,1884,['en'],7,{'Fiction'}
PG15182,Marion Arleigh's Penance: Everyday Life Library No. 5,"Brame, Charlotte M.",1836,1884,['en'],8,{'Fiction'}
PG15183,The Tragedy of the Chain Pier: Everyday Life Library No. 3,"Brame, Charlotte M.",1836,1884,['en'],8,{'Fiction'}
PG2538,Poems and Tales from Romania,"Hart, Michael",1947,2011,['en'],5,{'Fiction'}
PG48630,Sylvie and Bruno (Illustrated),"Carroll, Lewis",1832,1898,['en'],67,{'Fantasy fiction'}
PG49033,"A Draught of the Blue, together with An Essence of the Dusk","Bain, F. W. (Francis William)",1863,1940,['en'],11,{'Fantasy fiction'}
PG49125,Stories from Dickens,"Dickens, Charles",1812,1870,['en'],22,"{'English fiction -- Stories, plots, etc. -- Juvenile literature', 'Dickens, Charles, 1812-1870 -- Stories, plots, etc. -- Juvenile literature'}"
PG4923,King Midas: a Romance,"Sinclair, Upton",1878,1968,['en'],16,{'Fiction'}
PG49305,"Princess Napraxine, Volume 1 (of 3)",Ouida,1839,1908,['en'],19,{'Fiction'}
PG49330,The Stingy Receiver,"Abbott, Eleanor Hallowell",1872,1958,['en'],18,"{'Rich people -- Fiction', 'United States -- Fiction', 'Norwegians -- United States -- Fiction', 'Invalids -- Fiction', 'Man-woman relationships -- Fiction', 'Physicians -- Fiction'}"
PG49331,The Young Physician,"Young, Francis Brett",1884,1954,['en'],16,"{'Boarding schools -- Fiction', 'Medical students -- Fiction', 'England -- Fiction'}"
PG49332,The Epicurean: A Tale,"Moore, Thomas",1779,1852,['en'],43,{'English fiction'}
PG49484,"My Friend Pasquale, and Other Stories","Tait, James Selwin",1846,1917,['en'],8,"{'Short stories', 'Fiction'}"
PG49749,Isla Heron,"Richards, Laura Elizabeth Howe",1850,1943,['en'],9,{'New England -- Fiction'}
PG49757,The Man Who Lived in a Shoe,"Forman, Henry James",1879,1966,['en'],21,{'Fiction'}
PG49762,Diagnosis,"Palmer, Ray",1910,1977,['en'],22,"{'Science fiction', 'Psychological fiction', 'Man-woman relationships -- Fiction', 'Short stories'}"
PG49767,Business For the Lawyers,"Robin, Ralph",1914,1983,['en'],8,"{'Science fiction', 'Time travel -- Fiction', 'Short stories'}"
PG49772,Hagar,"Johnston, Mary",1870,1936,['en'],19,"{'Southern States -- Fiction', 'Feminist fiction', 'Women authors -- Fiction', 'Women -- Southern States -- Fiction', 'Historical fiction'}"
PG49779,Publicity Stunt,"Williams, Robert Moore",1907,1977,['en'],15,"{'Science fiction', 'Venus (Planet) -- Fiction', 'Short stories'}"
PG49786,A Princess of Thule,"Black, William",1841,1898,['en'],12,"{'Scotland -- Fiction', 'Man-woman relationships -- Fiction'}"
PG49787,Love's Golden Thread,"Kenyon, E. C. (Edith C.)",,,['en'],20,{'Fiction'}
PG49795,The Master; a Novel,"Zangwill, Israel",1864,1926,['en'],18,"{'Husband and wife -- Fiction', 'Artists -- Fiction'}"
PG49802,"The Death Ship: A Strange Story, Vol. 1 (of 3)","Russell, William Clark",1844,1911,['en'],17,"{'Immortalism -- Fiction', 'Flying Dutchman -- Fiction'}"
PG4991,"The Pony Rider Boys in New Mexico; Or, The End of the Silver Trail","Patchin, Frank Gee",1861,1925,['en'],33,"{'New Mexico -- Juvenile fiction', 'Horsemanship -- Juvenile fiction'}"
PG4997,"Two Boys and a Fortune; Or, The Tyler Will","White, Matthew",1857,1940,['en'],6,"{'Wills -- Juvenile fiction', 'Rescues -- Juvenile fiction', 'Brothers -- Juvenile fiction'}"
PG50032,"A Dog of Flanders, The Nürnberg Stove, and Other Stories",Ouida,1839,1908,['en'],33,"{'Austria -- Juvenile fiction', 'Flanders (Belgium) -- Juvenile fiction', 'Stoves -- Juvenile fiction', 'Dogs -- Juvenile fiction'}"
PG50042,"The Forgery; or, Best Intentions.","James, G. P. R. (George Payne Rainsford)",,1860,['en'],13,{'Fiction'}
PG50070,"Dave Dashaway and His Giant Airship; or, A Marvellous Trip Across the Atlantic","Rockwood, Roy",,,['en'],11,"{'Airships -- Juvenile fiction', 'Transatlantic flights -- Juvenile fiction'}"
PG50103,The Dwindling Years,"Del Rey, Lester",1915,1993,['en'],36,"{'Science fiction', 'Aging -- Fiction', 'Older men -- Fiction', 'Short stories'}"
PG50104,"Jessica's First Prayer; and, Jessica's Mother","Stretton, Hesba",1832,1911,['en'],30,"{'Christian life -- Juvenile fiction', 'Friendship -- Juvenile fiction', 'Poverty -- Juvenile fiction', 'Prayer -- Juvenile fiction', 'London (England) -- Juvenile fiction'}"
PG50105,Grace Harlowe's Overland Riders on the Old Apache Trail,"Chase, Josephine",,1931,['en'],17,"{'Apache Indians -- Juvenile fiction', 'Coaching (Transportation) -- Juvenile fiction', 'Western stories', 'Outlaws -- Juvenile fiction', 'Adventure stories', 'Cowgirls -- Juvenile fiction', 'Apache Trail (Ariz.) -- Description and travel -- Juvenile fiction', 'Theodore Roosevelt Dam (Ariz.) -- Juvenile fiction', 'Cliff-dwellers -- Juvenile fiction'}"
PG50406,Operation Interstellar,"Smith, George O. (George Oliver)",1911,1981,['en'],57,"{'Science fiction', 'Life on other planets -- Fiction', 'Interstellar communication -- Fiction'}"
PG50440,Leslie's Loyalty,"Garvice, Charles",1850,1920,['en'],24,{'Fiction'}
PG50441,Master of Life and Death,"Silverberg, Robert",1935,,['en'],43,"{'Science fiction', 'Overpopulation -- Fiction'}"
PG50449,Recruit for Andromeda,"Marlowe, Stephen",1928,2008,['en'],29,"{'Science fiction', 'Interstellar travel -- Fiction', 'Interplanetary voyages -- Fiction', 'Mars (Planet) -- Fiction'}"
PG50479,Far-away Stories,"Locke, William John",1863,1930,['en'],19,"{'English fiction', 'Short stories, English'}"
PG50497,Back to Life,"Gibbs, Philip",1877,1962,['en'],16,"{'World War, 1914-1918 -- Fiction'}"
PG50498,The Raft,"Dawson, Coningsby",1883,1959,['en'],18,"{'Marriage -- Fiction', 'Man-woman relationships -- Fiction'}"
PG50499,The Vanishing Point,"Dawson, Coningsby",1883,1959,['en'],18,{'Fiction'}
PG50651,The Young Vigilantes: A Story of California Life in the Fifties,"Drake, Samuel Adams",1833,1905,['en'],6,"{'Friendship -- Juvenile fiction', 'Truthfulness and falsehood -- Juvenile fiction', 'Voyages and travels -- Juvenile fiction', 'Youth -- Conduct of life -- Juvenile fiction', 'Boston (Mass.) -- History -- 19th century -- Juvenile fiction', 'California -- History -- 1850-1950 -- Juvenile fiction', 'Adventure stories', 'Sailors -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'San Francisco (Calif.) -- History -- 19th century -- Juvenile fiction', 'Voyages to the Pacific coast -- Juvenile fiction'}"
PG50668,The Secret Martians,"Sharkey, Jack",1931,1992,['en'],21,"{'Science fiction', 'Mystery fiction', 'Mars (Planet) -- Fiction'}"
PG50682,The Planet Mappers,"Evans, E. Everett (Edward Everett)",1893,1958,['en'],33,"{'Science fiction', 'Space pirates -- Juvenile fiction', 'Families -- Juvenile fiction', 'Space flight -- Juvenile fiction'}"
PG50921,"$1,000 a Plate","McKenty, Jack",,,['en'],304,"{'Casinos -- Fiction', 'Mars (Planet) -- Fiction', 'Short stories', 'Fireworks -- Fiction', 'Science fiction', 'Scientists -- Fiction'}"
PG50923,The Serpent River,"Wilcox, Don",1905,2000,['en'],10,"{'Science fiction', 'Extraterrestrial beings -- Fiction', 'Extrasolar planets -- Fiction', 'Human-alien encounters -- Fiction'}"
PG50924,Sweet Tooth,"Young, Robert F.",1915,1986,['en'],16,"{'Extraterrestrial beings -- Fiction', 'Short stories', 'Automobiles -- Fiction', 'Science fiction', 'Journalists -- Fiction', 'Human-alien encounters -- Fiction'}"
PG51304,A Touch of E Flat,"Gibson, Joe",,,['en'],17,"{'Science fiction', 'Weapons -- Fiction', 'Inventors -- United States -- Fiction', 'Short stories'}"
PG51305,Confidence Game,"Harmon, Jim",1933,2010,['en'],21,"{'Science fiction', 'Short stories'}"
PG51306,"A Dog Day; or, The Angel in the House","Emanuel, Walter",1869,1915,['en'],23,"{'Dogs -- Fiction', 'Dogs -- Humor'}"
PG51307,This House to Let,"Le Queux, William",1864,1927,['en'],7,"{'England -- Fiction', 'Murder -- Fiction', 'Detective and mystery stories', 'English fiction -- 20th century'}"
PG51308,"My Strange Rescue, and Other Stories of Sport and Adventure in Canada","Oxley, J. Macdonald (James Macdonald)",1855,1907,['en'],33,"{'Canada -- Juvenile fiction', 'Canada -- Juvenile literature'}"
PG54016,In Search of Treasure,"Alger, Horatio, Jr.",1832,1899,['en'],13,"{'Success -- Juvenile fiction', 'India -- Juvenile fiction', 'Youth -- Conduct of life -- Juvenile fiction', 'Travel -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Treasure troves -- Juvenile fiction', 'Islands of the Indian Ocean -- Juvenile fiction', 'Adventure and adventurers -- Juvenile fiction', 'Bildungsromans'}"
PG54093,A Valiant Ignorance; vol. 1 of 3: A Novel in Three Volumes,"Dickens, Mary Angela",1862,1948,['en'],8,{'Fiction'}
PG54094,A Valiant Ignorance; vol. 2 of 3: A Novel in Three Volumes,"Dickens, Mary Angela",1862,1948,['en'],9,{'Fiction'}
PG54121,"Tom Pinder, Foundling: A Story of the Holmfirth Flood","Sykes, D. F. E.",1856,1920,['en'],19,"{'Floods -- Fiction', 'Yorkshire (England) -- Fiction', 'Foundlings -- Fiction', 'Love stories'}"
PG54122,Squire Arden; volume 2 of 3,"Oliphant, Mrs. (Margaret)",1828,1897,['en'],9,"{'England -- Fiction', 'Families -- Fiction', 'Inheritance and succession -- Fiction', 'Landowners -- Fiction'}"
PG55312,The Rainbow Feather,"Hume, Fergus",1859,1932,['en'],26,"{'England -- Fiction', 'Detective and mystery stories', 'Murder -- Investigation -- Fiction'}"
PG55313,The Vanishing of Tera,"Hume, Fergus",1859,1932,['en'],17,"{'England -- Fiction', 'Murder -- Investigation -- Fiction', 'Mystery fiction'}"
PG56371,"The Flower of the Flock, Volume 1 (of 3)","Egan, Pierce",1772,1849,['en'],11,{'Fiction'}
PG56372,"The Flower of the Flock, Volume 2 (of 3)","Egan, Pierce",1772,1849,['en'],12,{'Fiction'}
PG56373,"The Flower of the Flock, Volume 3 (of 3)","Egan, Pierce",1772,1849,['en'],9,{'Fiction'}
PG56564,Jaquelina,"Miller, Alex. McVeigh, Mrs.",1850,1937,['en'],8,{'Fiction'}
PG56566,First Love: A Novel. Vol. 2 of 3,"Loudon, Mrs. (Margracia)",,,['en'],5,{'Fiction'}
PG57195,"A Son of Mars, volume 1","Griffiths, Arthur",1838,1908,['en'],7,"{'England -- Fiction', 'Soldiers -- Fiction', 'Inheritance and succession -- Fiction'}"
PG57196,"A Son of Mars, volume 2","Griffiths, Arthur",1838,1908,['en'],15,"{'England -- Fiction', 'Soldiers -- Fiction', 'Inheritance and succession -- Fiction'}"
PG57197,Mark Tidd in the Backwoods,"Kelland, Clarence Budington",1881,1964,['en'],14,"{'Friendship -- Juvenile fiction', 'Michigan -- Juvenile fiction', 'Uncles -- Juvenile fiction', 'Boys -- Juvenile fiction', 'Vacations -- Juvenile fiction'}"
PG57199,Mark Tidd's Citadel,"Kelland, Clarence Budington",1881,1964,['en'],17,"{'Friendship -- Juvenile fiction', 'Vermont -- Juvenile fiction', 'Hotels -- Juvenile fiction', 'Boys -- Juvenile fiction', 'Vacations -- Juvenile fiction'}"
PG57229,"Mark Tidd, Manufacturer","Kelland, Clarence Budington",1881,1964,['en'],12,"{'Boys -- Juvenile fiction', 'Friendship -- Juvenile fiction', 'Michigan -- Juvenile fiction', 'Sawmills -- Juvenile fiction'}"
PG57301,The Luck of the Dudley Grahams: As Related in Extracts from Elizabeth Graham's Diary,"Haines, Alice Calhoun",1874,1965,['en'],13,"{'Airships -- Juvenile fiction', 'Diary fiction', 'Fatherless families -- Juvenile fiction', 'Boardinghouses -- Juvenile fiction'}"
PG57415,The Mysteries of Heron Dyke: A Novel of Incident. Volume 3 (of 3),"Speight, T. W. (Thomas Wilkinson)",1830,1915,['en'],9,"{'English fiction -- 19th century', 'Detective and mystery stories'}"
PG57416,A Minion of the Moon: A Romance of the King's Highway,"Speight, T. W. (Thomas Wilkinson)",1830,1915,['en'],5,"{'England -- Fiction', 'English fiction -- 19th century', 'Brigands and robbers -- Fiction'}"
PG57418,A Modern Madonna,"Stanley, Caroline Abbot",1849,1919,['en'],9,"{'Custody of children -- Fiction', 'Women -- Fiction', 'United States -- Social life and customs -- 20th century -- Fiction'}"
PG9952,The Faery Tales of Weir,"Sholl, Anna McClure",,,['en'],5,{'Fairy tales'}
